geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000196465.6	MYL6B	93.95	48.89	146.54	74.27	168.17	80.86	59.6	60.28	48.94	24.94	74.84	89.73	42.2	35.93	62.21	66.89	33.43	61.36	45.19	41.65	51.47	93.71	44.26	39.33	64.91	32.45	36.92	80.22	86.08	247.09	122.61	90.06	51.57	98.81	45.15	52.53	40.4	49.23	133.88	113.66	40.12	82.27	75.38	67.33	102.66
ENSG00000196468.5	FGF16	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196470.7	SIAH1	17.92	14.05	20.59	15.57	19.72	15.55	16.27	18.51	18.16	9.48	25.26	6.76	10.17	16.43	13.54	15.1	22.07	9.9	7.75	7.25	11.2	11.22	22.05	12.28	11.61	15.65	7.58	25.17	13.19	18.76	15.8	6.32	9.28	8.89	15.88	5.93	9.14	14.36	14.83	18.04	7.53	29.73	11.96	10.82	15.96
ENSG00000196498.9	NCOR2	54.42	61.2	119.32	68.75	25.35	31.31	58.82	33.71	32.91	19.33	66.91	38.44	120	58.91	64.78	29.56	36	169.67	60.72	57.74	62.78	29.51	63.18	128.82	48.91	30.53	64.81	44.06	48.69	19.18	51.51	52.73	20.99	51.83	68.77	74.88	19.77	68.2	84.29	44.9	29.05	60.74	19.25	45.27	46.32
ENSG00000196510.8	ANAPC7	21.95	64.52	118.33	56.44	56.41	79.88	56.66	60.8	72.77	54.24	64.76	30.91	36.62	59.73	55.45	76.5	99.12	71.1	63.2	50.19	53.81	32.23	46.07	46.96	56.11	52.06	80.67	74.62	52.91	41.92	95.59	53.04	69.45	56.14	57.29	41.9	53.87	60.47	54.96	70.06	91.51	35.95	154.45	70.36	47.26
ENSG00000196557.6	CACNA1H	25.16	5.47	0.46	0.07	0.11	0.4	8.74	7.12	0.03	0.01	0.24	0.04	0.05	0.23	3.61	0.31	0.01	0.34	4.56	7.91	0.09	0.03	0.08	2.69	5.85	0.12	1.63	2.67	0.03	1.46	11.12	0.71	0.05	0.03	0.13	2.31	0.21	8.98	7.3	3.63	6.8	0.01	0.77	2.78	0.03
ENSG00000196569.7	LAMA2	0.95	0.8	0.67	2.32	0.79	1.21	0.25	6.12	0	0.02	0.43	5.12	3.07	0.43	1.29	0.53	0.21	0.4	0.55	0	0.63	0.94	1.33	0.49	2.49	2.41	0.42	0.21	0.95	0.24	0.3	0.16	0.04	0.96	0.56	0.32	0.29	1.32	0.99	0.48	0.01	2.35	1.39	4	1.27
ENSG00000196570.2	PFN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196591.7	HDAC2	58.54	95.03	112.83	173.25	103.23	124.85	128.54	198.9	199.1	68.86	160.53	72.87	80.95	140.11	128.03	142.65	128.52	151.96	92.23	90.46	136.42	116.29	252.68	109.06	96.88	148.24	90.16	272.82	184.41	92.33	226.85	85.93	49.67	146.34	133.84	113.14	103.44	99.79	186.71	188.76	60.82	118.31	79.39	129.22	124.95
ENSG00000196611.4	MMP1	0.61	0.07	0.35	7.99	3.07	3.02	0.29	0.12	0.26	0.22	0.13	0.57	0.35	0.18	0.72	0.29	2.14	2.08	0.91	0.26	24.79	172.38	0.27	0.52	5.47	4.67	6.06	0.12	0.49	0.4	16.41	3.62	0.35	11.78	2031.9	0.41	8.97	17.18	16.67	0.1	0.11	0.29	3.1	2.01	30.67
ENSG00000196639.6	HRH1	3.9	2.52	5.32	43.06	3.42	10.16	5.18	3.38	1.66	0.08	14.91	6.74	11.34	1.91	1.61	0.02	3.54	7.21	0.11	0.01	17.04	3.18	2.36	8.58	2.47	5.31	1.56	0.03	6.53	2.87	5.98	4.51	3.47	5.3	12.27	5.93	0.08	0.02	9.64	1.13	0.01	4.04	0.02	0.23	11.01
ENSG00000196664.4	TLR7	0	0	0	0.01	0	0	0	0	0	0.02	0	0	0.46	0.01	0.01	0.13	0	0	0	0	0.13	0	0.44	0.01	0	0.01	0	0.01	0.01	0.02	0	0	0.58	0	0.01	0.01	0.01	0	0.01	0.01	0	0	0	0	0.01
ENSG00000196712.12	NF1	14.58	21.3	23.64	10.29	7.83	29.51	15.69	7.27	35.94	5.91	23.6	6.1	14.48	31.17	18.08	18.12	12.46	18.17	18.69	10.66	6	11.1	13.91	17.11	20.74	19.32	12.81	21.93	55.44	7.59	5	4.6	8.8	11.89	30.33	15.28	12.08	16.36	21.94	15.57	22.47	8.2	16.34	14.85	18.98
ENSG00000196782.8	MAML3	1.07	4.01	0.03	0.03	0.25	0.23	1.61	0.45	0.32	1.35	0.86	0.89	0.02	5.64	0.64	0.26	0.96	0.76	2.78	0.96	0.36	1.75	0.35	0.02	0.29	1.18	2.84	0.07	0.76	0.06	0.17	0.86	1	0.71	0.39	0.03	2.77	1.74	0.18	0.34	1.71	1.19	1.56	3.44	0.19
ENSG00000196810.4	CTBP1	9.57	3.49	7.3	10.46	4.69	20.34	6.17	7.21	8.26	2.27	9.2	9.38	3.32	9.12	8.87	8.22	10.17	11.7	6.21	9.25	10.26	8.01	9.02	11.26	6.91	22.05	9.39	16.78	8.56	4.27	16.87	3.18	9.46	7.7	6.2	16.11	2.9	7.51	21.57	7.24	23.41	17.39	8.96	4.45	5.34
ENSG00000196859.3	KRT39	0	0	0	0.01	0	0.03	0.01	0.12	0.08	0	0.11	0	0	0.05	0	0	0.03	0.01	0	0.2	0.35	0.04	0.12	0.09	0.05	0.03	0	0	0.02	0.17	0	0	0.42	0	0.21	0	0	0.01	0	7.69	0.01	0	0	0	0
ENSG00000196878.8	LAMB3	68.47	17.78	6.07	0.46	14.44	166.6	78.95	23.64	8.49	0.25	55.5	248.27	27.37	34.27	11.44	2.38	34.81	42.36	21.77	0.89	157.19	9.58	39.85	1.12	0.48	450.12	6.16	0.06	26.58	19.78	9.37	202.47	17.29	13.54	9.13	8.46	9.8	1.97	140.46	20.2	1.86	15.1	12.46	16.62	206.19
ENSG00000196914.4	ARHGEF12	12.98	12.87	28.9	27.04	10.48	36.11	14.04	35.52	39.16	0.21	15.84	18.63	34.56	30.25	18.83	27.28	14.99	19.32	14.96	10.18	49.91	24.8	33.42	19.88	14.41	27.95	9.77	26.55	15.27	16.65	20.23	11.78	6.53	197.39	28.34	15.29	8.43	12.67	65.12	32.98	27.25	31.18	26.54	11.14	28.63
ENSG00000196917.4	HCAR1	0.01	0.02	0.04	0.69	0.06	0.22	0.13	0.03	0.03	0.03	2.35	1.96	0.17	44.86	0.02	0.02	0.03	0.03	0.26	5.68	1.21	0.02	3.41	0.02	0.01	0.08	0.03	0.02	1.7	0.26	0.11	2.45	0.04	0.6	0.02	0.01	0.03	0.01	0.56	0.01	10.3	0.01	0.48	0.02	5.38
ENSG00000196924.10	FLNA	953.75	627.41	604.96	1319.8	466.52	392.12	460.17	348.45	456.91	260.99	1074.8	734.21	2153.3	152.34	846.64	267.37	124.8	648.33	520.62	472.25	937.16	468.88	1166.4	660.35	492.15	403.17	488.95	301.42	586.87	1460.7	623.7	473.98	96.2	2142	1101.8	891.46	415.33	135.48	1383.2	334.66	73.29	868.24	517.96	269.87	641.85
ENSG00000196954.8	CASP4	31.88	3.67	45.43	26.74	49.05	44.91	60.99	20.81	34.1	16.61	51.34	35.92	39.33	69.84	29.08	0.35	27.63	131.03	40.34	1.44	23.2	79.53	80.83	83.77	2.73	90.63	50.14	0.16	32.03	24.23	79.27	25.12	22.18	54.87	96.68	89.89	30.85	35.25	39.23	33.15	8.07	44.06	86.86	33.57	74.92
ENSG00000197079.4	KRT35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197110.4	IFNL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0
ENSG00000197122.7	SRC	127.49	74.33	19.89	32.91	35.02	13.4	13.97	23.11	18.59	0.52	20.37	23.07	23.11	86.74	20.34	6.63	80.13	14.7	19.27	5.32	14.34	30.63	15.99	19.17	13.21	60.33	66.94	16.55	31.14	4.08	22.64	31.13	0.51	10.81	9.04	14.39	25.12	8.23	26.99	14.6	41.59	11.59	18.8	4.71	37.4
ENSG00000197142.6	ACSL5	0.18	0.05	0.69	0.78	4.29	1.14	0.34	85.08	22.91	12.32	3.65	74.59	0.46	82.91	0.21	0.26	10.17	0.65	0.07	0.06	70.48	12.8	1.63	0.13	0.18	0.65	0.03	0.07	0.16	3.31	0.36	0.36	10.22	1.4	7.06	6.45	0.25	0.29	1.49	3.92	0.15	0.15	0.13	0.54	4.43
ENSG00000197262.8	CCL4L2	0.03	0	0	0.08	0	0	0	0	0	2.76	0	0	0	0	0.04	0	0.07	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0
ENSG00000197283.8	SYNGAP1	2.53	1.33	7.99	16.11	2.23	2.67	3.58	4.13	6.92	1.04	6.37	4.72	27.63	8.75	6.15	18	3.91	9.13	9	10.26	6.35	24.24	3.79	5.75	4.8	1.45	2.62	22.39	14.03	2.39	12.67	2.81	9.84	2.26	6	5.87	5.22	3.33	11.72	3.55	25.77	7.7	19.14	6.03	4.13
ENSG00000197442.8	MAP3K5	0.83	3.54	6.59	4.32	3.99	4.63	7.27	8.15	4.25	2.63	5.25	1.44	9.38	9.08	2.17	5.74	3.19	4.56	3.03	4.47	2.47	1.71	17.27	2.72	3.55	7.58	4.86	0.12	2.38	3.24	1.72	1.11	6.7	1.28	9.06	1.08	2	0.65	6.41	3.86	1.39	12.39	0.76	5.69	4.15
ENSG00000197461.9	PDGFA	10.87	7.23	8.17	0.2	2.4	2.96	10.09	7.54	2.28	0.16	30.7	18.48	29.69	3.91	16.77	6.87	1.76	17.39	9.47	13.43	4.84	0.81	5.88	32.25	1.54	15.95	3.34	2.59	7.33	5.43	13.1	7.65	2.2	6.06	4.48	33.42	0.51	0.58	4.81	72.7	5.37	3.89	0.47	27.05	9.18
ENSG00000197555.5	SIPA1L1	2.95	3.42	11.57	19.15	2.14	17.41	10.02	17.82	29.18	0.76	23.53	24.17	45.31	17.68	16.14	11.94	24.33	37.53	18.64	54.04	29.48	17.17	17.42	18.85	10.26	34.6	5.29	23.63	37.34	25.46	3.84	47.55	11.35	11.57	17.32	19.89	9.64	15.91	16.33	10.01	17.7	29.2	6.38	17.15	19.19
ENSG00000197565.11	COL4A6	0.13	8.68	0.63	3.2	0.56	0.39	0.75	0.76	0.04	0.04	8.41	8.83	0.02	0.08	0.05	0.05	0.05	0	0.03	1.01	1.12	1.51	1.91	10.12	4.7	0.69	57.75	0.16	1.95	0.07	0.17	4.04	0.05	4.35	8.5	0.05	0.04	0.06	0.01	0.05	2.41	4.45	0.02	0.01	2.31
ENSG00000197584.7	KCNMB2	0.06	0.01	0	0.01	0.01	0.02	0.04	0.06	0.01	0	0	0.02	0	0	0.11	0.25	0.1	0.02	0	0.03	0	0	0.04	0	0.01	0.05	0.03	0.37	0.25	0.01	0	0	1.3	0	0.07	0.05	0	0.06	0.01	0.1	0.18	0	0	0.04	0.07
ENSG00000197616.7	MYH6	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0.01	0	0	0	0.01	0	0	0.01	0.01	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000197905.4	TEAD4	15.19	27.98	59.19	27.91	24.04	23.46	27.81	32.27	49.05	0.18	25.27	16.97	14.23	22.42	42.46	14.06	10.69	52.6	18.98	7.68	12.84	33.73	30.39	48.75	105.67	24.6	30.4	41.48	22.39	19.78	75.1	10.58	21.57	72.81	13.69	11.32	9.72	18.54	20.79	39.58	35.31	2.47	22.42	23.53	19.4
ENSG00000197919.3	IFNA1	0.11	0	0	0	0.14	0	0	0	0	0	0.34	0.03	0	0.13	0	0	0	0.05	0	0	0	0	0	0.11	0	0	0	0	0.08	0.03	0	0.14	0	0	0.29	0.07	0	0	0.08	0	0	0	0	0	0
ENSG00000197921.5	HES5	0	0	0	0.03	0	0.26	0.05	0	0.02	0	0	0	0	0.1	0.02	0	0	0	0	0	0.02	0	0	0	0.03	0.02	0	0.02	0.17	0.02	0.4	0.12	0.02	0	0	0	0	0	0	0.11	0	0.02	0.07	0.02	0
ENSG00000197943.5	PLCG2	2.65	2.01	2.65	0.34	0.59	3.64	3.57	10.95	4.05	20.17	3.48	0.27	0.07	0.54	5.02	3.82	7.33	0.05	7.73	3.95	2.67	0.04	20.95	1.76	4	4.84	2.42	7.61	1.27	9.33	1.91	0.78	11.75	0.39	0.11	0.55	2.79	4.03	14.52	0.5	3.63	0.04	2.86	3.03	6.84
ENSG00000198001.9	IRAK4	4.77	6.03	11.84	9.83	6	8.59	3.58	7.67	10.79	6.98	4.69	5.79	4.23	6.19	4.47	21.26	8.98	11.29	12.35	8.7	7.93	9.79	6.6	9.13	3.96	10.9	4.58	12.08	9.57	13.89	3.05	4.69	6.47	5.53	12	20.32	7.5	10.49	6.9	7.85	9.49	8.49	11.18	5.36	10.28
ENSG00000198049.5	AVPR1B	0.08	0	0.03	0	0.16	0	0	0.01	0.01	0	0.01	0	0	0	0	0	0.03	0	0	0	0	0	0.02	0	0	0.01	0	0.03	1.15	0.28	0	0.35	0.07	0	0	0	0	0	0.03	0.04	0.01	0.01	0	0	0
ENSG00000198055.6	GRK6	21.12	15.66	14.62	52.81	26.09	49.2	26.89	52.67	38.35	70.57	33.49	33.4	44.27	34.68	32.91	51.06	25.68	32.29	31.32	46.03	45.44	29.71	72.01	20.51	32.71	36.37	36.64	20.28	27.59	70.68	89.99	41.56	55.33	73.1	52.87	27.77	38.78	22.18	39.38	33.03	24.29	34.45	42.24	33.55	23.3
ENSG00000198121.9	LPAR1	9.69	12.23	12.53	19.05	10.7	29.61	21.73	4.64	1.12	0.15	15.92	0.07	29.42	0.03	0.89	0.04	0.07	0.01	4.09	0	47.19	6.55	1	12.03	2.7	25.8	0.72	0.04	2.37	0.07	0.69	72.52	0.06	24.32	5.96	12.53	4.71	0.25	12.43	3.56	8.72	0.8	0.13	4.6	4.83
ENSG00000198176.8	TFDP1	52.49	66.36	94.15	138.36	53.12	117.48	76.41	205.55	203.25	93.62	77.21	79.64	45.36	205.19	93.68	56.59	75.13	71.76	49.82	38.03	107.44	59.36	197.4	156.86	79.2	152.46	84.58	35.32	56.61	91.68	163.92	93.85	111.11	225.81	125.03	164.56	60.15	80.32	106.96	136.86	62.58	54.85	180.05	42.41	81.22
ENSG00000198216.6	CACNA1E	0.02	0	0	0	0	0.03	0.07	0	0.01	0.3	0	1.1	0.01	0	0.6	0.01	0.02	0	0.45	0.01	0.01	0	0.01	0	0.07	0.05	0	0.11	0.02	0.01	0	0.01	0.11	0	0	0.01	0.01	0.14	0	0.06	0	0.14	0.03	0	0
ENSG00000198223.10	CSF2RA	0.01	3.78	6.72	0.1	14.8	9.96	3.05	0.99	0.81	3.72	0.49	0	0	0.05	3.02	0.08	4.52	0	27.16	0.02	21.1	30.71	10.31	0.07	0.59	9.55	10.07	0.76	0.15	0.28	6.96	0.15	0.12	6.89	0.1	0.08	17.15	1.8	0.15	0.03	9.34	0.04	13.37	2.67	0.06
ENSG00000198286.5	CARD11	42.44	0.45	39.85	0.06	12.83	0.79	0.02	0.05	0.02	0.01	12.72	0.04	0.06	0.01	0.04	28.9	3.54	0.01	0.01	0.06	4.33	0.02	0.05	53.97	0.04	0.09	0.18	0.03	0.32	2.29	10.66	0	16.45	0.3	0.06	0.07	0.1	0.04	0.06	0.57	0.03	0.04	0.1	0.13	9.62
ENSG00000198336.5	MYL4	0.09	0	0.04	0	0	0.12	0	0.17	0.1	0	0.04	0.08	0.08	0.07	0.22	106.05	0.04	0	0	0	0.33	0.21	0.28	0.17	0.28	0.08	0	0.2	0.32	1.31	0.08	0.69	0	0.04	0	0.1	0.23	0.56	0.2	0.07	0	0.11	0	0.46	0
ENSG00000198400.7	NTRK1	0.1	0.01	0.01	0	0.03	0.14	0.12	0.27	0.03	0	0.06	0.12	0.05	0.08	0.08	12.42	30.43	0.09	0.15	0.04	0.1	0.02	0.13	0.17	1.59	0.03	1.6	0.11	0.07	0.08	0.12	0.2	0.18	0.05	0.04	0.46	0.1	0.22	0.08	0.01	0.02	0.03	0.05	0.44	0.01
ENSG00000198515.9	CNGA1	2.4	0.03	0.19	0.01	4.81	0.76	0.55	0.63	0.21	0.09	0.99	2.26	0.01	5.75	1.67	0	0.1	0.52	0.2	0.18	1.71	0.23	0.51	0.09	0.33	0.66	0.22	0.01	0.42	0.52	0.11	0.69	0.02	0.04	0.02	0.02	0.42	0.06	2.61	0.19	0.32	0	0.33	0.08	2.7
ENSG00000198523.5	PLN	0.01	0	0.02	0.01	0	0	0.01	0.01	0	0	0	0	0.11	0	0.04	0.02	0	0.01	0.01	0	0	0.06	0	0	0	0.01	0.02	0	0	0.08	0	0.01	0	0	0.08	0.01	0.1	0.02	0.02	0	0.01	0.15	0	1.59	0.05
ENSG00000198561.8	CTNND1	34.17	70.17	50.39	62.63	36.94	67.02	66.86	75.72	101.19	2.61	51.83	47.89	84.2	128.86	67.15	38.1	50.62	48.32	49.74	45.7	49.57	47.14	98.7	58.07	21.35	78.51	28.45	102.25	87.35	72.05	55.32	35.32	2.45	44.19	32.53	39.04	41.18	41.08	90.72	87.57	135.02	73.05	39.74	34.48	77.56
ENSG00000198625.8	MDM4	3.18	6.09	8.52	7.6	7.75	7.16	12.92	17.88	8.94	7.21	6.38	3.27	8.81	11.61	13.78	14.76	16.99	7.18	15.36	21.91	8.03	8.99	7.93	3.9	10.67	9.99	11.37	14.38	15.57	4.15	4.57	5.97	11.14	3.45	4.27	9.86	6.74	8.44	10.13	5.96	19.22	11.13	7.83	13.53	4.26
ENSG00000198626.11	RYR2	0.69	0	0.06	0	0.11	0.05	0.05	0	0	0.01	0.01	0.02	0	0.01	0.02	0.27	0.13	0.02	0.07	0	0	5.65	0.28	0.01	0.08	1.45	0.93	0.03	0.72	0.1	0.03	0	1.97	0.61	0.16	0.01	0.14	0.05	0.06	0.31	0.09	0.04	0.6	4.29	0.11
ENSG00000198668.6	CALM1	81.41	266.08	251.27	280.96	175.78	315.75	264.93	345.56	372.04	142.89	435.89	187.4	374.94	285.1	515.14	112.83	296.11	412.5	523.21	627.09	434.89	254.15	336.21	227.05	183.28	304.01	513.09	485.98	339.7	438.74	465.79	484.13	177.29	296.56	261.82	266.4	319.72	213.66	587.82	347.95	411.75	318.45	402.93	275.53	351.98
ENSG00000198719.7	DLL1	0.13	0.04	0.38	0.11	0.04	0.54	0.01	1.46	0.19	0.02	0.09	0.14	1.39	1.13	0.01	0.12	0.06	0.37	0.03	1.01	0.22	0.08	0.16	1.05	0.47	0.08	0.05	0.26	1.24	1.41	0.06	0.75	0.01	3.76	0.3	1	0.26	0.27	0.15	0.09	3.65	0.24	0.02	0.56	1.33
ENSG00000198742.5	SMURF1	27.26	13.14	21.17	14.48	6.76	13.74	13.57	16.94	9.26	3.04	14.25	20.58	13.67	17.97	25.28	11.17	9.78	12.61	26.32	16.01	23.61	11.67	16.72	17.23	15.48	37.15	8.27	20.9	13.34	14.79	13.84	11.16	3.33	12.53	25.55	8.61	11.09	16.54	10.17	13.34	4.77	16.15	11.17	10.04	22.85
ENSG00000198785.4	GRIN3A	0.04	0.08	0.06	0.13	0.05	0.37	0.06	0.23	0.07	0.05	0.03	0.05	0.04	0.02	0.21	0.04	0.07	0.03	0.03	0	0.04	0.04	0.03	0.02	0.09	0.04	0.08	0.1	0.06	0.01	0.23	0.04	0.03	0.03	0.06	0.16	0.06	0.03	0.1	0.08	0.06	0.07	0.08	0.05	0.09
ENSG00000198793.8	MTOR	10.67	13.65	23.03	44.59	9.26	24.74	27.45	44.68	45.73	16.13	30.12	13.73	32.25	27.63	28.88	41	19.92	15.22	24.02	23.32	27.22	13.73	21.97	28.63	35.52	28.23	23.15	59.17	53.68	24.25	25.76	20.02	31.3	31.82	30.99	24.82	50.7	26.98	32.8	28.86	24.78	37.41	40.01	34.81	19.64
ENSG00000198821.6	CD247	0.04	0.08	0	0.02	0.01	0.11	0.07	0.03	0.05	0.17	0.13	0.08	0.1	0	0.03	0.11	0.08	0	0.1	0.01	0.09	0.11	0.16	0	0.04	0.05	0.16	1.6	0.1	0.24	0.02	0.04	0.54	0.02	0.18	0.01	0.08	0.45	0.39	0	0.01	0.23	0.09	0.11	0.04
ENSG00000198822.6	GRM3	0	0	0	0	0	0.03	0.13	0.1	0.01	0	0	0.01	0	0	0	0.09	0.05	0.02	0	0	0.07	0	0	0	0.01	0	0	0	0.03	0	0.01	0.05	0	0	0	0	0	0.02	0	0.03	0.01	0	0	0.01	0
ENSG00000198829.5	SUCNR1	0.22	0.23	0.02	0.01	0.03	0.07	0.04	0.14	0.01	4.42	0.08	0.02	0.03	0.42	0.02	0.18	0.01	0	0.04	0.04	0.01	0.52	0.02	0.01	0.01	0.02	0.4	0	0.04	0	0	0	0.56	0	0.38	0	0.11	0.03	0.01	0	0	0.01	0.02	0.77	0
ENSG00000198838.7	RYR3	0.07	0.05	1.38	0.87	0.08	0.05	0.08	0.11	0.02	0.06	0.36	0.02	0.54	0.03	0.09	0	0.13	0.06	0.41	0.02	0.18	0.21	0.14	0.11	1.64	0.4	0.15	0.08	0.24	0.14	0.02	0.13	0.99	0.06	0.15	0.22	0.08	0.29	0.21	0.51	0.02	0.1	0.12	0.88	0.37
ENSG00000198851.5	CD3E	0.02	0	0	0.06	0	0	0.04	0	0	0.32	0	0.02	0	0	0	0.27	0	0	0.09	0	0.05	0.06	0.28	0	0	0.12	0	0.02	0.04	0.12	0	0.05	0.1	0.21	0.05	0.01	0.17	0	0.03	0.02	0	0	0	0.13	0.15
ENSG00000198873.10	GRK5	4.36	4.09	6.07	2.76	2.94	4.27	18.91	4.71	1.43	0.1	2.1	8.02	17.38	7.94	0.46	0.46	2.18	6.61	9.02	0.44	9.46	10.52	8.39	2.77	1.77	4.21	1.31	4.2	1.24	0.69	5.05	2.26	0.8	10.65	9.17	1.42	15.94	7.23	2.74	6.65	0.16	5.7	5.7	7.8	2.97
ENSG00000198909.3	MAP3K3	6.21	6.23	9.36	11.79	7.92	15.47	8.49	11.82	13.16	3.45	16.91	25.54	16.6	10.05	12.16	10.32	5.24	16.85	21.59	30.64	29.2	14.7	12.82	13.08	4.55	2.15	6.39	23.44	9.68	4.58	19.72	8.95	11.52	21.62	18.74	19	12.96	10.5	15.42	13.98	19.21	10.64	24.6	11.82	8.63
ENSG00000198933.5	TBKBP1	9.74	3.14	8.4	7.14	6.95	3.14	9.89	6.27	0.9	5.59	7.65	10.01	11.45	0.16	5.71	9.46	0.97	18.24	1.01	9.96	3.73	8.25	2.69	4.76	8.3	2.66	3.17	28.72	11.29	3.5	7.59	4.93	9.82	2.77	5.63	3.92	2.05	7.79	5.17	1.49	7.26	6.23	5.95	8.47	5.92
ENSG00000203886.4	CYP17A1	0.07	0.08	0.09	0	0.06	0	0.09	0.3	0	0	0	0.25	0.07	0	0	0	0.04	0.13	0	0.07	0	0.08	0	0.1	0	0.05	0.05	0	0.32	0	0.13	0	0	0	0	0.03	0.07	0.07	0	0.14	0.12	0	0	0	0
ENSG00000204060.4	FOXO6	0.42	0.04	0.25	0.03	0.06	0.29	0.42	0.62	0.21	0.14	0.73	4.59	0.65	0.29	1.27	0.46	0.01	0.23	0.94	2.97	1.7	0.11	10.47	1.67	0.75	0.24	0.07	0.72	1.44	0.89	2.01	0.1	1.98	0.53	0.03	2	0.09	0.44	0.78	2.02	1.44	0.01	1.21	0.04	0.41
ENSG00000204209.6	DAXX	50.62	29.87	41.73	149.1	35.62	62.65	31.91	69.5	51.42	30.2	72.69	36.81	96.38	63.69	67.28	54.26	19.43	146.79	46.73	55.6	79.65	102.74	121.5	80.42	103.36	52.12	41.76	87.94	59.72	47.28	104.99	38.73	58.65	66.84	71.5	91.12	44.48	43.47	60.18	71.01	68.44	39.59	89.42	34.95	62.65
ENSG00000204217.8	BMPR2	7.23	13.76	14.58	10.1	4.1	6.25	17.44	3.99	3.91	0.11	12.1	6.15	13.03	5.71	7.37	2.05	1.24	13.56	23.63	6.87	12.21	6.16	11.26	4.56	5.45	4.85	2.8	20.42	8.24	7.77	10.17	5.05	3.09	10.55	9.17	12.7	15.1	4.28	23.16	3.21	5.27	7.52	5.05	4.9	12.22
ENSG00000204231.6	RXRB	11.16	8.79	16.3	21.35	17.7	16.65	13.41	18.83	19.37	19.83	38.61	19.33	56.86	31.82	18.72	27.32	19.27	42.31	25.86	17.27	46.97	43.79	34.84	24.71	17.67	19.05	10.97	46.99	23.52	22.5	35.7	15.1	23.81	30.4	25.22	37.19	24.39	17.26	33.14	18.6	31.72	25.25	31.33	18.05	26.15
ENSG00000204301.5	NOTCH4	0.15	0.09	0.22	0.64	0.2	0.39	0.46	0.32	0.26	0.18	0.6	0.46	0.65	0.43	0.27	2.12	0.43	0.28	4.21	0.42	0.84	5.17	0.31	0.27	0.61	0.17	0.52	4.04	0.32	0.27	0.86	0.28	0.26	0.91	0.59	0.36	0.3	0.85	0.35	2.45	0.18	1.48	3.4	1.06	0.2
ENSG00000204305.9	AGER	2.12	0.84	2.56	4.02	1.21	4.85	1.35	2.57	5.52	8.79	3.94	0.8	3.71	2.99	7.78	12.25	3.82	4.48	2.78	4.78	1.77	5.69	2.92	2.98	3.09	3.58	1.26	2.17	6.13	1.71	4.51	2.24	4.58	1.5	3.04	1.96	1.65	0.62	4.03	3.05	4.34	1.55	2.68	2.61	1.74
ENSG00000204388.5	HSPA1B	30.08	75.5	25.22	113.19	20.71	48.74	56.05	282.49	360.54	9.11	93.93	70.2	170.84	142.8	108.58	128.79	14.4	36.49	90.52	159.35	118.81	12.86	144.07	69.38	68.71	159.45	200.99	230.45	99.8	117.64	294.72	47.41	104.31	144.85	110.85	211.7	58.29	44.97	157.13	19.05	78.81	51.81	129.94	71.27	75.43
